date,open,high,low,close
2022-12-29,35999.1,36215.41,35392.67,35608.99
2022-12-30,35696.21,35747.38,35625.07,35676.24
2023-01-02,35674.91,36539.93,35519.24,36384.26
2023-01-03,36453.05,36554.25,35561.41,35662.61
2023-01-04,35662.21,35784.02,35402.68,35524.49
2023-01-05,35622.94,35859.67,35366.4,35603.13
2023-01-06,35722.18,36058.17,35334.23,35670.22
2023-01-09,35625.46,35863.74,35013.82,35252.1
2023-01-10,35242.97,35244.99,34792.93,34794.94
2023-01-11,34761.91,34885.71,34458.29,34582.1
2023-01-12,34601.23,34662.84,34209.41,34271.02
2023-01-13,34341.51,34380.72,33946.8,33986
2023-01-16,34059.9,34214.43,33774.84,33929.37
2023-01-17,33858.14,33896.91,33452.46,33491.23
2023-01-18,33406.44,33660.79,32794.11,33048.46
2023-01-19,33119.1,33287.67,33030.44,33199.01
2023-01-20,33168.94,33655.44,33035.83,33522.33
2023-01-23,33421.54,33854.85,32952.07,33385.38
2023-01-24,33311.96,34037.44,32869.23,33594.71
2023-01-25,33533.19,33844.57,33108.25,33419.63
2023-01-26,33263.7,33428.16,32880.38,33044.84
2023-01-27,33095.86,33456.15,32463.83,32824.13
2023-01-30,32990.18,33021.32,32789.63,32820.77
2023-01-31,32788.08,32838.68,32693.16,32743.77
2023-02-01,32755.71,32992.28,32627.23,32863.8
2023-02-02,32790.08,32946.13,32753.14,32909.19
2023-02-03,32891.05,33394.08,32115.33,32618.36
2023-02-06,32664.23,32745.65,32188.94,32270.36
2023-02-07,32183.86,32196.15,32136.87,32149.16
2023-02-08,32278.5,33093.42,32174.74,32989.66
2023-02-09,33042.86,33105.5,32979.13,33041.77
2023-02-10,33047.8,33262.4,32798.78,33013.38
2023-02-13,33056.48,33158.28,32696.44,32798.24
2023-02-14,32974.04,32974.65,32552.03,32552.64
2023-02-15,32431.77,32524.79,32263.65,32356.67
2023-02-16,32427.19,33054.18,32328.8,32955.8
2023-02-17,33006.55,33886.2,32720.78,33600.43
2023-02-20,33589.29,34103.05,33081.25,33595.01
2023-02-21,33562.58,34203.89,33345.8,33987.11
2023-02-22,34125.76,34277.54,33334.47,33486.26
2023-02-23,33588.03,33712.27,33367.43,33491.67
2023-02-24,33518.89,34372.38,33296.9,34150.39
2023-02-27,34057.62,34472.51,33941.27,34356.15
2023-02-28,34339.12,34472.59,34191.21,34324.67
2023-03-01,34253.77,35017.76,34060.45,34824.44
2023-03-02,34797.04,34938.83,34667.81,34809.59
2023-03-03,34742.35,35459.48,34718.35,35435.47
2023-03-06,35391.52,35456.3,35216.75,35281.54
2023-03-07,35283.44,36241.71,34971.67,35929.94
2023-03-08,35992.51,36111.02,35604.68,35723.2
2023-03-09,35703.76,35827.67,35356.61,35480.52
2023-03-10,35579.41,35841.52,35428.76,35690.88
2023-03-13,35645.94,35741.84,35632.25,35728.14
2023-03-14,35880.06,35999.25,35403.73,35522.92
2023-03-15,35506.72,36421.87,35483.27,36398.42
2023-03-16,36430.71,37680.46,36137.7,37387.45
2023-03-17,37309.31,38292.52,36855.43,37838.63
2023-03-20,37912.63,38181.29,37767.26,38035.92
2023-03-21,38134.65,38225.26,37254.42,37345.03
2023-03-22,37531.89,37826.47,37529.74,37824.32
2023-03-23,37840.56,38020.35,37608.17,37787.96
2023-03-24,37766.91,38066.91,36766.32,37066.32
2023-03-27,37186.68,37644.05,36743.37,37200.73
2023-03-28,37155.94,37461.22,36744.62,37049.9
2023-03-29,36964.89,37070.11,36913.38,37018.6
2023-03-30,37117.66,37330.47,37077.31,37290.12
2023-03-31,37234.17,37762.97,37049.53,37578.33
2023-04-03,37524.65,38482.84,37096.56,38054.75
2023-04-04,38003.3,38040.7,37904.14,37941.55
2023-04-05,38059.55,38234.67,37681.02,37856.14
2023-04-06,37960.2,38245.76,37819.7,38105.27
2023-04-07,38037.46,38741.12,37925.78,38629.44
2023-04-10,38572.56,38825.22,38172.77,38425.44
2023-04-11,38094.91,39315.29,37849.73,39070.12
2023-04-12,39303.38,39465.23,37968.23,38130.08
2023-04-13,38202.03,38476.33,37878.51,38152.81
2023-04-14,38106.73,39150.68,37940.23,38984.18
2023-04-17,38657.9,39412.08,38315.34,39069.52
2023-04-18,39176.53,40662.21,38726.18,40211.85
2023-04-19,40051.67,40270.36,39819.42,40038.1
2023-04-20,39990.8,41106.6,39761.3,40877.09
2023-04-21,40860.16,41157.57,39579.35,39876.76
2023-04-24,39950.35,40012.75,39376.77,39439.17
2023-04-25,39556.13,40374.53,39433.61,40252.01
2023-04-26,40275.51,41117.88,39585.86,40428.22
2023-04-27,40401.05,41508.55,40151.77,41259.27
2023-04-28,41313.05,42080.65,41301.38,42068.98
2023-05-01,42306.14,43155.79,42034.95,42884.59
2023-05-02,42850.38,42957.07,42770.66,42877.35
2023-05-03,42716.88,43489.55,41983.36,42756.03
2023-05-04,42665.68,42931.38,41928.64,42194.34
2023-05-05,42361.43,42846.23,41974.49,42459.3
2023-05-08,42550.24,43731.87,42182.28,43363.91
2023-05-09,43409.51,43695.65,43358.52,43644.67
2023-05-10,43595,44035.3,42846.2,43286.5
2023-05-11,43286.17,43518.75,42368.89,42601.46
2023-05-12,42517.73,43495.49,41988.06,42965.82
2023-05-15,43111.45,43322.28,42664.33,42875.16
2023-05-16,42925.25,44094.36,42901.37,44070.47
2023-05-17,43902.45,44283.33,43818.78,44199.67
2023-05-18,44085.71,45470.38,43277.58,44662.25
2023-05-19,44709.82,45781.03,44258.05,45329.26
2023-05-22,45438.29,45690.1,44794.83,45046.65
2023-05-23,45063.73,45408.6,44085.28,44430.14
2023-05-24,44363.17,44721.65,44163.94,44522.42
2023-05-25,44602.47,44943.94,44010.42,44351.89
2023-05-26,44490.33,44595.99,44481.27,44586.93
2023-05-29,44460.36,45125.5,43814.49,44479.63
2023-05-30,44427.68,45112.51,43603.68,44288.51
2023-05-31,44365.81,45176.33,44224.46,45034.98
2023-06-01,45256.67,45608.22,44915.67,45267.21
2023-06-02,45158.29,46481.81,45066.99,46390.51
2023-06-05,46311.19,47471.47,45669.61,46829.88
2023-06-06,47086.73,47345.95,45814.41,46073.63
2023-06-07,46112.93,47508.75,42967.32,44363.14
2023-06-08,44146.92,44666.88,42595.54,43115.49
2023-06-09,43126.01,43925.33,42481.46,43280.79
2023-06-12,43311.9,44052.17,42438.68,43178.95
2023-06-13,43333.59,44844.59,42389.91,43900.92
2023-06-14,44027.9,44620.83,42237.3,42830.23
2023-06-15,42914.46,44966.57,42387.02,44439.13
2023-06-16,44091.05,44387.67,43709.9,44006.52
2023-06-19,44025.5,44074.87,43528.04,43577.41
2023-06-20,43791.17,44155.98,41300.13,41664.95
2023-06-21,41747.53,42599.44,40745.42,41597.34
2023-06-22,41519.87,41850.55,39924.71,40255.39
2023-06-23,40289.12,40968.85,39921.65,40601.39
2023-06-26,40512.8,41851.17,39813.9,41152.27
2023-06-27,41097.2,41272.54,40655.02,40830.36
2023-06-28,40732.84,41805.37,40273.35,41345.88
2023-06-29,41419.87,41872.72,40931.73,41384.58
2023-06-30,41292.2,42391.29,40418.43,41517.52
2023-07-03,41723.12,42761.14,41406.59,42444.6
2023-07-04,42687.77,43086.92,42670.17,43069.32
2023-07-05,43083.78,43579.48,42513.64,43009.34
2023-07-06,43069.65,43262.38,42710.28,42903.02
2023-07-07,42705.28,43033.98,41713.76,42042.46
2023-07-10,41614.39,42550.79,40086.46,41022.87
2023-07-11,40857.98,42281.25,40360.92,41784.19
2023-07-12,42224.86,43751.9,41329.69,42856.73
2023-07-13,43294.21,43913.23,42967.04,43586.07
2023-07-14,43523.94,44368.15,43405.51,44249.72
2023-07-17,44119,44564.94,43387.46,43833.41
2023-07-18,43850.89,44865.24,42491.69,43506.03
2023-07-19,43567.77,43624.81,42436.87,42493.91
2023-07-20,42570.74,42940.01,41435.81,41805.08
2023-07-21,41718.47,41898,40821.82,41001.34
2023-07-24,40942.65,41467.38,40709.93,41234.67
2023-07-25,41262.38,41483.11,41002.94,41223.66
2023-07-26,41263.72,42696.66,40759.14,42192.08
2023-07-27,42317.51,42849.73,40472.01,41004.23
2023-07-28,41100.3,41265.49,39961.17,40126.36
2023-07-31,39957.69,40889.5,39497.6,40429.4
2023-08-01,40324.51,40653.26,39957.16,40285.91
2023-08-02,40408.65,42099.4,40014.67,41705.41
2023-08-03,41652.95,41716.7,41231.65,41295.4
2023-08-04,41385.31,42103.09,40808.36,41526.14
2023-08-07,41389.65,42054.56,40319.8,40984.71
2023-08-08,40983.19,41319.87,40716.16,41052.83
2023-08-09,41109.93,41759.9,41109.67,41759.65
2023-08-10,41903.02,42303.32,41364.45,41764.75
2023-08-11,41871.34,42322.6,41044.4,41495.66
2023-08-14,41495.51,41911.41,40795.95,41211.85
2023-08-15,41325.19,42648.99,40848.79,42172.59
2023-08-16,42323.08,42580.45,42171.78,42429.15
2023-08-17,42508.2,43111.35,42451.58,43054.72
2023-08-18,43051,43551.62,42824.55,43325.16
2023-08-21,43205.79,43785.48,43179.8,43759.49
2023-08-22,43952.52,43993.05,43773.32,43813.85
2023-08-23,43885.42,44901.27,43390.28,44406.12
2023-08-24,44535.05,44694.89,43999.65,44159.49
2023-08-25,44061.68,44594.25,43948.09,44480.66
2023-08-28,44445.69,44692.3,43105.44,43352.04
2023-08-29,43460.98,43747.11,43412.76,43698.89
2023-08-30,43528,44694.27,43268.02,44434.29
2023-08-31,44496.15,44549.98,44477.85,44531.68
2023-09-01,44561.9,44586.9,44067.6,44092.6
2023-09-04,44019.58,44304.78,43047.14,43332.34
2023-09-05,43356.84,43582.96,43177.77,43403.89
2023-09-06,43428.94,43773.11,43309.44,43653.61
2023-09-07,43585.82,44470.63,43294.24,44179.04
2023-09-08,44283.46,44346.57,43523.09,43586.2
2023-09-11,43674.54,43787.9,43499.77,43613.13
2023-09-12,43685.56,44423.41,43185.7,43923.55
2023-09-13,44120.58,44526.7,43355.9,43762.02
2023-09-14,43969.13,44469.59,43798.36,44298.82
2023-09-15,44389.44,45485.06,43974.38,45070
2023-09-18,44968.27,45035.36,44898.19,44965.28
2023-09-19,44816.07,44870.69,44799.29,44853.92
2023-09-20,45005.77,45978.1,44978.01,45950.34
2023-09-21,45956.96,46778.3,45212.89,46034.23
2023-09-22,46060.78,46101.05,45459.27,45499.54
2023-09-25,45686.61,45791.79,45066.28,45171.47
2023-09-26,45092.93,45367.59,43995.02,44269.68
2023-09-27,44307.49,44707.24,43401.02,43800.78
2023-09-28,43783.9,44399.48,43445.79,44061.37
2023-09-29,43958.68,44628.12,43836.08,44505.53
2023-10-02,44412.9,45601.07,44080.43,45268.6
2023-10-03,45229.46,45942.29,42496.59,43209.42
2023-10-04,43340.74,45394.12,43221.18,45274.56
2023-10-05,45465.64,47394.61,44039.06,45968.03
2023-10-06,45890.25,46096.26,45358.21,45564.22
2023-10-09,45396,46547.49,45265.57,46417.06
2023-10-10,46360.73,46729.28,44275.93,44644.47
2023-10-11,44852,45479.27,44201.21,44828.47
2023-10-12,45149.44,46203.08,43868.37,44922.02
2023-10-13,44984.73,45766.72,43964.34,44746.32
2023-10-16,44936.06,45193.56,44843.42,45100.92
2023-10-17,45026.71,46198.44,44693.03,45864.76
2023-10-18,45815.84,46374.96,44108.69,44667.8
2023-10-19,44577.9,45135.5,44038.37,44595.97
2023-10-20,44531.92,45084.35,43004.05,43556.48
2023-10-23,43730.15,44414.71,43371,44055.56
2023-10-24,43085.01,43626.48,42819.7,43361.17
2023-10-25,43066.34,43668.39,40721.55,41323.6
2023-10-26,41075.73,41543.74,38438.78,38906.79
2023-10-27,38369.66,39364.08,34403.25,35397.67
2023-10-30,35330.51,35715.27,33688.96,34073.72
2023-10-31,34030.22,34132.63,33585.64,33688.06
2023-11-01,33135.52,34066.88,32701.13,33632.49
2023-11-02,33843.96,39867.29,32767.18,38790.51
2023-11-03,39495.06,41063.55,37165.95,38734.44
2023-11-06,38646.67,39979.73,34037.8,35370.86
2023-11-07,35809.19,40677.37,34838.27,39706.46
2023-11-08,40408.22,44694.57,39750.24,44036.59
2023-11-09,43877.15,45840,40487.47,42450.32
2023-11-10,41749.3,42917.8,41092.02,42260.52
2023-11-13,42592.97,43238,40624.86,41269.89
2023-11-14,41454.82,42289.38,40594.99,41429.55
2023-11-15,41528.26,43914.61,40799.61,43185.96
2023-11-16,43181.99,44060.64,42426.45,43305.1
2023-11-17,43309.96,43681.11,37934.78,38305.93
2023-11-20,38325.47,38608.4,37808.42,38091.34
2023-11-21,38015.17,38446.07,37916.74,38347.63
2023-11-22,38474.54,38829.7,37725.04,38080.2
2023-11-23,37956.91,40126.97,37884.09,40054.15
2023-11-24,40158.04,40313.69,38918.97,39074.62
2023-11-27,38894.01,39794.61,38309.46,39210.06
2023-11-28,39044.81,39259.19,38085.41,38299.79
2023-11-29,37923.7,38701.68,35492.21,36270.19
2023-11-30,36398.21,37014.32,36142.19,36758.3
2023-12-01,37016.52,37867.12,36798.62,37649.21
2023-12-04,37574.21,37913.1,36620.18,36959.06
2023-12-05,36962.85,37441.98,36751.85,37230.97
2023-12-06,37105.51,37433.86,35685.67,36014.02
2023-12-07,36120.83,36374.95,35645.65,35899.76
2023-12-08,35929.58,36106.94,35810.98,35988.33
2023-12-11,35957.37,36677.94,35601.93,36322.5
2023-12-12,36333.69,37332.39,35827.95,36826.65
2023-12-13,36749.22,36939.26,36501.11,36691.15
2023-12-14,36802.8,37277.3,36686.27,37160.77
2023-12-15,37269.99,37935.67,36600.4,37266.08
2023-12-18,37381.29,37659.07,36267.07,36544.84
2023-12-19,36629.97,36761.12,36320.2,36451.34
2023-12-20,36410.48,36748.8,36242.33,36580.65
2023-12-21,36702.22,36903.73,35637.42,35838.93
2023-12-22,35954.54,36020.04,35404.75,35470.25
2023-12-25,35515.19,35794.2,35426.75,35705.76
2023-12-26,35671.85,36004.45,35462.65,35795.25
2023-12-27,35783.99,35846.04,35346.5,35408.55
2023-12-28,35380.63,35527.26,35245.17,35391.79
2023-12-29,35397.53,35682.31,35078.92,35363.71
2024-01-01,35414.88,36054.82,35381.52,36021.47
2024-01-02,36035.65,36162.83,35437.12,35564.31
2024-01-03,35494.75,35927.55,34825.81,35258.6
2024-01-04,35299.44,35561.69,35057.75,35320
2024-01-05,35460.42,35860.15,35310.01,35709.74
2024-01-08,35661.1,36035.38,35623.52,35997.8
2024-01-09,35875.3,36099.38,35724.57,35948.65
2024-01-10,36071.78,36253.03,36052.16,36233.41
2024-01-11,36260.75,36643.26,35604.38,35986.89
2024-01-12,35954.47,36027.22,35821.98,35894.73
2024-01-15,35966.27,36158.57,35623.92,35816.22
2024-01-16,35849.88,36856.32,35483.78,36490.23
2024-01-17,36447.66,36481.66,36433.27,36467.27
2024-01-18,36443.46,36924.29,36324.94,36805.77
2024-01-19,36855.12,37082.97,36732.23,36960.08
2024-01-22,37072.61,37528.56,35866.86,36322.81
2024-01-23,36370.43,36505.03,35935.95,36070.55
2024-01-24,36125.09,36686.92,35283.8,35845.63
2024-01-25,35721.53,35848.22,35465.29,35591.99
2024-01-26,35681.23,35846.61,35633.7,35799.09
2024-01-29,35841.63,36134.86,35227.46,35520.69
2024-01-30,35442.69,35677.79,35295.69,35530.79
2024-01-31,35701.87,36631.53,35159.72,36089.38
2024-02-01,36081.84,36198.84,35438.03,35555.03
2024-02-02,35579.13,35717.76,35449.51,35588.14
2024-02-05,35661.34,36348,35009.93,35696.59
2024-02-06,35789.06,36190.5,34798.46,35199.91
2024-02-07,35420.87,35545.68,35273.63,35398.45
2024-02-08,35339.53,36393.34,35134.43,36188.25
2024-02-09,36163.78,36829.8,35912.6,36578.62
2024-02-12,36452.79,37067.12,36386.24,37000.57
2024-02-13,37159.79,37405.01,36484.5,36729.72
2024-02-14,36759.01,36807.72,36497.51,36546.23
2024-02-15,36520.82,36595.8,36363.15,36438.13
2024-02-16,36365.9,37060.11,35966.68,36660.89
2024-02-19,36718.18,36852.46,36498.68,36632.95
2024-02-20,36667.52,37595.77,36415.97,37344.22
2024-02-21,37361.57,37418.82,36767.27,36824.52
2024-02-22,36826.14,37334.38,36269.48,36777.72
2024-02-23,36776.04,37282.22,36456.46,36962.64
2024-02-26,37021.85,37460.85,36757.3,37196.3
2024-02-27,37217.02,37454.59,36073.98,36311.54
2024-02-28,36291.82,36645.52,35707.78,36061.48
2024-02-29,36169.79,37028.51,35986.57,36845.29
2024-03-01,36619.49,37273.38,34663.72,35317.61
2024-03-04,35170.85,36144.07,34401.97,35375.2
2024-03-05,35721.13,37169.8,34796.72,36245.39
2024-03-06,36060.27,37317.11,35101.25,36358.1
2024-03-07,36324.88,38325.24,35843.94,37844.3
2024-03-08,38246.8,38857.97,36724.52,37335.69
2024-03-11,37319.58,37795.96,36861.41,37337.78
2024-03-12,37350.3,37610.43,35750.03,36010.16
2024-03-13,35940.45,36068.57,35640.15,35768.27
2024-03-14,35963.99,36085.67,34100.6,34222.28
2024-03-15,33884.73,34196.98,33487.22,33799.47
2024-03-18,33883.61,34609.97,32831.52,33557.89
2024-03-19,33538.27,33610.03,33319.09,33390.85
2024-03-20,33369.04,33373.81,33331.67,33336.44
2024-03-21,33241.77,33777.86,32291.73,32827.82
2024-03-22,32772.56,33432.02,32087.25,32746.71
2024-03-25,32712.58,33083.22,31017.51,31388.15
2024-03-26,31434.68,32006.65,30198.51,30770.48
2024-03-27,30700.04,30876.58,30632.41,30808.95
2024-03-28,30887.16,31076.21,29601.09,29790.14
2024-03-29,30004.66,30106.2,28867.1,28968.64
2024-04-01,28802.93,29403.57,28759,29359.64
2024-04-02,29341.55,29406.2,28821.25,28885.9
2024-04-03,28863.82,29063.81,28027.72,28227.7
2024-04-04,28306.18,28387.16,27873.59,27954.56
2024-04-05,27904.79,28124.1,27528.88,27748.2
2024-04-08,27761.81,28023.17,27657.16,27918.52
2024-04-09,27929.92,28128.63,27334.52,27533.22
2024-04-10,27476.48,28021.49,27406.5,27951.52
2024-04-11,27842.68,27959.15,27563.92,27680.39
2024-04-12,27629.82,27646.13,27358.31,27374.62
2024-04-15,27324.23,27948.77,27071.02,27695.56
2024-04-16,27683.27,28192.65,27330,27839.37
2024-04-17,27677.71,28436.49,27477.59,28236.37
2024-04-18,28174.4,28625.85,28007.45,28458.9
2024-04-19,28526.62,28967.51,28512.95,28953.84
2024-04-22,29033.54,29035.07,28643.66,28645.19
2024-04-23,28639.79,29388.29,28622.07,29370.57
2024-04-24,29323.91,29523.34,29256.41,29455.83
2024-04-25,29400.52,29429.4,28912.56,28941.45
2024-04-26,28943.32,29047.91,28866.73,28971.32
2024-04-29,29043.02,29335.7,28304.05,28596.74
2024-04-30,28543.51,28585.6,28327.08,28369.17
2024-05-01,28339.59,28407.56,28277.74,28345.72
2024-05-02,28439.52,28916.58,28240.89,28717.95
2024-05-03,28756.67,29073.82,28620.36,28937.51
2024-05-06,28987.11,29021.73,28523.37,28557.98
2024-05-07,28533.74,28650.46,28393.86,28510.57
2024-05-08,28643.83,28906.07,27767.37,28029.61
2024-05-09,28189.51,28612.63,28005.67,28428.79
2024-05-10,28459.13,29009.98,28182.05,28732.91
2024-05-13,28718.74,28875.58,28191.68,28348.53
2024-05-14,28338.63,28571.92,28251.63,28484.92
2024-05-15,28354.03,28988.21,28161.35,28795.53
2024-05-16,28756.95,28990.39,28313.45,28546.89
2024-05-17,28518.72,28663.39,28326.08,28470.74
2024-05-20,28535.53,28935.83,28487.52,28887.82
2024-05-21,28869.15,28945.37,28796.24,28872.46
2024-05-22,28868.76,29167.41,28794.74,29093.39
2024-05-23,29050.55,29195.03,28638.34,28782.82
2024-05-24,28831.59,29034.55,28649.3,28852.26
2024-05-27,28919.91,29257.61,28151.5,28489.21
2024-05-28,28552.71,28798.6,27775.89,28021.78
2024-05-29,28093.2,28112.87,27912.94,27932.6
2024-05-30,27878.77,28008.05,27875.28,28004.55
2024-05-31,28043.02,28096.89,27855.32,27909.2
2024-06-03,27969.54,28180.56,27936.05,28147.07
2024-06-04,28145.49,28353.93,27818.12,28026.56
2024-06-05,27937.52,28006.51,27902.61,27971.6
2024-06-06,27975.26,28402.92,27851.84,28279.5
2024-06-07,28340.57,28379.26,27683.76,27722.45
2024-06-10,27739.78,27800.38,27367.98,27428.58
2024-06-11,27434.37,27524.28,27086.64,27176.55
2024-06-12,27047.14,27625.39,27045.12,27623.37
2024-06-13,27653.4,27762.17,26935.5,27044.27
2024-06-14,27095.4,27395.47,26963.27,27263.33
2024-06-17,27298.87,27892.91,27094.84,27688.88
2024-06-18,27693.61,27757.12,27459.49,27523.01
2024-06-19,27529.1,27541.68,27308.22,27320.8
2024-06-20,27346.34,27447.41,27288.72,27389.79
2024-06-21,27377.83,27873.14,27258.59,27753.9
2024-06-24,27643.84,28232.92,27601.12,28190.19
2024-06-25,28174.08,28468.66,28124.27,28418.85
2024-06-26,28510.66,28712.61,28091.65,28293.6
2024-06-27,28300.21,29023.62,28002.94,28726.35
2024-06-28,28691.84,28714.73,28393.48,28416.36
2024-07-01,28434.99,28509.27,27941.01,28015.3
2024-07-02,28110.35,28350.73,28081.91,28322.29
2024-07-03,28305.82,28433.56,28165.22,28292.96
2024-07-04,28391.54,28674.32,28174.42,28457.2
2024-07-05,28514.35,29118.58,28141.22,28745.45
2024-07-08,28718.32,28988.33,28493.66,28763.67
2024-07-09,28856.19,29032.14,28188.53,28364.48
2024-07-10,28480.42,28488.52,28333.22,28341.32
2024-07-11,28362.44,28367.97,27875.07,27880.61
2024-07-12,27839.04,27865.53,27422.68,27449.17
2024-07-15,27469.53,27744.6,27450.37,27725.44
2024-07-16,27702.55,27727.38,27457.16,27481.99
2024-07-17,27493.87,27520.04,27404.96,27431.13
2024-07-18,27435.68,27550.35,27144.67,27259.35
2024-07-19,27338.82,27495.13,27117.78,27274.1
2024-07-22,27262.9,27429.03,26856.99,27023.11
2024-07-23,27039.76,27644.03,26874.44,27478.71
2024-07-24,27484.86,27724.76,27095.16,27335.06
2024-07-25,27339.47,27959.13,27103.32,27722.97
2024-07-26,27541.6,27708.48,27352.31,27519.2
2024-07-29,27538.69,27727.11,27145.72,27334.14
2024-07-30,27270.12,27303.78,27137.2,27170.86
2024-07-31,27093.71,27252.21,27092.54,27251.05
2024-08-01,27121.69,27124.92,27003.32,27006.55
2024-08-02,26854.31,27026.75,26810.18,26982.62
2024-08-05,26968.58,27185.38,26573.03,26789.83
2024-08-06,26845.92,27607.7,26720.82,27482.6
2024-08-07,27504.01,27738.69,27380.92,27615.6
2024-08-08,27602.26,27678.85,26985.43,27062.02
2024-08-09,27027.78,27193.5,26504.64,26670.37
2024-08-12,26719.49,26828.91,26339.07,26448.49
2024-08-13,26460.05,27101.82,26109.57,26751.34
2024-08-14,26820.8,27296.57,26659.89,27135.66
2024-08-15,27255.85,27492.1,26962.43,27198.68
2024-08-16,27147.99,27352.26,26913.56,27117.83
2024-08-19,26991.31,27853.81,26885.53,27748.03
2024-08-20,27783.5,28193.8,27674.37,28084.68
2024-08-21,28162.53,28794.98,28138.44,28770.89
2024-08-22,28766.9,28904.01,28270.99,28408.1
2024-08-23,28334.38,28419.88,27815.58,27901.09
2024-08-26,27902.9,27946.16,27717.37,27760.64
2024-08-27,27918.69,28503.08,27625.51,28209.9
2024-08-28,28159.22,28876.64,27953.87,28671.29
2024-08-29,28710.14,29097.27,27977.22,28364.35
2024-08-30,28298.16,28528.5,28065.43,28295.77
2024-09-02,28372.58,28438.4,28014.32,28080.14
2024-09-03,28153.93,28490.8,27487.25,27824.12
2024-09-04,27777.97,28066.98,27681.97,27970.99
2024-09-05,27966.53,28098.35,27692.96,27824.78
2024-09-06,27768.83,27986.94,27671.28,27889.39
2024-09-09,27821.19,28463.68,27640.05,28282.55
2024-09-10,28360.57,28750.49,27875.85,28265.76
2024-09-11,28267.09,28379.79,27945.37,28058.07
2024-09-12,28128.75,28222.79,27934.2,28028.24
2024-09-13,28211.52,28396.02,27433.9,27618.4
2024-09-16,27618.65,28186.66,26362.41,26930.42
2024-09-17,26831.06,28884.01,25947.45,28000.39
2024-09-18,27969.04,29816.58,27055.23,28902.77
2024-09-19,28706.81,29210.55,27719.26,28222.99
2024-09-20,28150,28884.8,27589.11,28323.92
2024-09-23,28281.24,28764.27,27782.26,28265.3
2024-09-24,28240.3,29241.59,27636.19,28637.47
2024-09-25,28603.51,28852.31,27295.03,27543.83
2024-09-26,27500.12,28142.89,27198.1,27840.86
2024-09-27,27896.36,28377.1,26947,27427.75
2024-09-30,27394.07,27847.45,26552.87,27006.25
2024-10-01,26824.32,27307.88,26769.38,27252.94
2024-10-02,27202.11,27272.73,26904.85,26975.46
2024-10-03,27056.51,27667.01,26630.76,27241.25
2024-10-04,27197.6,27505.74,27044.34,27352.47
2024-10-07,27494.64,27673.89,27071,27250.25
2024-10-08,27327.31,28286.9,26836.66,27796.25
2024-10-09,27829.4,27846.69,27501.37,27518.66
2024-10-10,27611.23,27993.78,27288.42,27670.97
2024-10-11,27549.19,27908.8,27516.01,27875.62
2024-10-14,27935.27,28583.73,27845.94,28494.41
2024-10-15,28530.22,28613.65,28081.05,28164.47
2024-10-16,28230.96,28255.93,28195.91,28220.88
2024-10-17,28255.25,28308.48,28088.59,28141.82
2024-10-18,28205.57,28550.54,27623.4,27968.37
2024-10-21,27927.33,28519.17,27876.97,28468.81
2024-10-22,28447.69,28574.28,27911.2,28037.79
2024-10-23,27978.38,28003.29,27568.13,27593.04
2024-10-24,27629.89,28024.98,27564.88,27959.96
2024-10-25,28076.98,28533.16,27273.56,27729.73
2024-10-28,27708.59,27798.15,27640.89,27730.45
2024-10-29,27804.83,28254.56,27396.02,27845.76
2024-10-30,27765.38,28490.48,27554.33,28279.42
2024-10-31,28322.44,28612.07,26307.74,26597.37
